# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=5][T/m^n] 
+6.6000000000000005e+00 +2.4373931300653391e-03 -2.6711819920188073e+00 -7.3134068097680047e+03 
+6.7000000000000002e+00 +2.4374673480260082e-03 -2.6715301585942131e+00 -7.3127991925543229e+03 
+6.8000000000000007e+00 +2.4375419273744707e-03 -2.6718705266835010e+00 -7.3122140878994896e+03 
+6.9000000000000004e+00 +2.4376165608055588e-03 -2.6721964403976837e+00 -7.3116730186240429e+03 
+7.0000000000000000e+00 +2.4376909410142580e-03 -2.6725012438497990e+00 -7.3111975075432256e+03 
+7.1000000000000005e+00 +2.4377648413090392e-03 -2.6727800958459738e+00 -7.3108033462235853e+03 
+7.2000000000000002e+00 +2.4378383574535155e-03 -2.6730354139798385e+00 -7.3104834011982548e+03 
+7.3000000000000007e+00 +2.4379116658249616e-03 -2.6732714305403982e+00 -7.3102248077458016e+03 
+7.4000000000000004e+00 +2.4379849428006859e-03 -2.6734923778171944e+00 -7.3100147011432382e+03 
+7.5000000000000000e+00 +2.4380583647578891e-03 -2.6737024880981948e+00 -7.3098402166719079e+03 
+7.6000000000000005e+00 +2.4381321080739014e-03 -2.6739059936731833e+00 -7.3096884896082493e+03 
+7.7000000000000002e+00 +2.4382063491260961e-03 -2.6741071268323005e+00 -7.3095466552280504e+03 
+7.8000000000000007e+00 +2.4382812642916472e-03 -2.6743101198634465e+00 -7.3094018488124730e+03 
+7.9000000000000004e+00 +2.4383570299478610e-03 -2.6745192050558915e+00 -7.3092412056395424e+03 
+8.0000000000000000e+00 +2.4384338224720256e-03 -2.6747386146989021e+00 -7.3090518609870296e+03 
+8.0999999999999996e+00 +2.4385117982029113e-03 -2.6749707879247557e+00 -7.3088267204065714e+03 
+8.2000000000000011e+00 +2.4385910333251191e-03 -2.6752109912368915e+00 -7.3085817705471682e+03 
+8.3000000000000007e+00 +2.4386715839847034e-03 -2.6754526979816200e+00 -7.3083387683317578e+03 
+8.4000000000000004e+00 +2.4387535063277723e-03 -2.6756893815058023e+00 -7.3081194706820870e+03 
+8.5000000000000000e+00 +2.4388368565003834e-03 -2.6759145151557497e+00 -7.3079456345211274e+03 
+8.5999999999999996e+00 +2.4389216906486322e-03 -2.6761215722781433e+00 -7.3078390167710968e+03 
+8.7000000000000011e+00 +2.4390080649185045e-03 -2.6763040262185864e+00 -7.3078213743565530e+03 
+8.8000000000000007e+00 +2.4390960354561605e-03 -2.6764553503244035e+00 -7.3079144641982330e+03 
+8.9000000000000004e+00 +2.4391856584077038e-03 -2.6765690179425561e+00 -7.3081400432174532e+03 
+9.0000000000000000e+00 +2.4392769899191273e-03 -2.6766385024185131e+00 -7.3085198683393473e+03 
+9.0999999999999996e+00 +2.4393701387866863e-03 -2.6766609107487565e+00 -7.3090649404003898e+03 
+9.2000000000000011e+00 +2.4394654244071024e-03 -2.6766478845263526e+00 -7.3097432359011418e+03 
+9.3000000000000007e+00 +2.4395632188273244e-03 -2.6766146989950377e+00 -7.3105119752542241e+03 
+9.4000000000000004e+00 +2.4396638940940968e-03 -2.6765766293959170e+00 -7.3113283788790332e+03 
+9.5000000000000000e+00 +2.4397678222544484e-03 -2.6765489509737139e+00 -7.3121496671856676e+03 
+9.6000000000000014e+00 +2.4398753753551525e-03 -2.6765469389698548e+00 -7.3129330605927307e+03 
+9.7000000000000011e+00 +2.4399869254431521e-03 -2.6765858686279667e+00 -7.3136357795131671e+03 
+9.8000000000000007e+00 +2.4401028445653291e-03 -2.6766810151908902e+00 -7.3142150443619039e+03 
+9.9000000000000004e+00 +2.4402235047685577e-03 -2.6768476539013877e+00 -7.3146280755540847e+03 
+1.0000000000000000e+01 +2.4403492780996805e-03 -2.6771010600018172e+00 -7.3148320935058637e+03 
+1.0100000000000001e+01 +2.4404803384116725e-03 -2.6774513407903293e+00 -7.3147980970907447e+03 
+1.0200000000000001e+01 +2.4406160667816610e-03 -2.6778879317838666e+00 -7.3145521990222769e+03 
+1.0300000000000001e+01 +2.4407556460927871e-03 -2.6783951005535194e+00 -7.3141342904757221e+03 
+1.0400000000000000e+01 +2.4408982592281606e-03 -2.6789571146702733e+00 -7.3135842626262365e+03 
+1.0500000000000000e+01 +2.4410430890709931e-03 -2.6795582417060979e+00 -7.3129420066468474e+03 
+1.0600000000000001e+01 +2.4411893185044865e-03 -2.6801827492330328e+00 -7.3122474137101854e+03 
+1.0700000000000001e+01 +2.4413361304117830e-03 -2.6808149048222969e+00 -7.3115403749910083e+03 
+1.0800000000000001e+01 +2.4414827076760172e-03 -2.6814389760450381e+00 -7.3108607816642907e+03 
+1.0900000000000000e+01 +2.4416282331803851e-03 -2.6820392304731464e+00 -7.3102485249030969e+03 
+1.1000000000000000e+01 +2.4417718898079779e-03 -2.6825999356772221e+00 -7.3097434958837703e+03 
+1.1100000000000001e+01 +2.4419130736190028e-03 -2.6831094069330881e+00 -7.3093747705608330e+03 
+1.1200000000000001e+01 +2.4420520333814822e-03 -2.6835721503294261e+00 -7.3091281640218840e+03 
+1.1300000000000001e+01 +2.4421892310403466e-03 -2.6839967196575172e+00 -7.3089786761394071e+03 
+1.1400000000000000e+01 +2.4423251285405944e-03 -2.6843916687095333e+00 -7.3089013067835767e+03 
+1.1500000000000000e+01 +2.4424601878272360e-03 -2.6847655512777475e+00 -7.3088710558243511e+03 
+1.1600000000000001e+01 +2.4425948708452533e-03 -2.6851269211541067e+00 -7.3088629231324830e+03 
+1.1700000000000001e+01 +2.4427296395396550e-03 -2.6854843321309350e+00 -7.3088519085777507e+03 
+1.1800000000000001e+01 +2.4428649558554116e-03 -2.6858463379999407e+00 -7.3088130120316282e+03 
+1.1900000000000000e+01 +2.4430012817374660e-03 -2.6862214925526140e+00 -7.3087212333659836e+03 
+1.2000000000000000e+01 +2.4431390791308611e-03 -2.6866183495817286e+00 -7.3085515724494062e+03 
+1.2100000000000001e+01 +2.4432786795888436e-03 -2.6870429603701154e+00 -7.3082864746548003e+03 
+1.2200000000000001e+01 +2.4434198930978475e-03 -2.6874913661660753e+00 -7.3079381673583057e+03 
+1.2300000000000001e+01 +2.4435623992526707e-03 -2.6879571057100682e+00 -7.3075263234348959e+03 
+1.2400000000000000e+01 +2.4437058776479916e-03 -2.6884337177410931e+00 -7.3070706157632249e+03 
+1.2500000000000000e+01 +2.4438500078785810e-03 -2.6889147409993908e+00 -7.3065907172186980e+03 
+1.2600000000000001e+01 +2.4439944695390957e-03 -2.6893937142235953e+00 -7.3061063006810136e+03 
+1.2700000000000001e+01 +2.4441389422243656e-03 -2.6898641761545958e+00 -7.3056370390240290e+03 
+1.2800000000000001e+01 +2.4442831055290683e-03 -2.6903196655313963e+00 -7.3052026051263601e+03 
+1.2900000000000000e+01 +2.4444266390479521e-03 -2.6907537210938721e+00 -7.3048226718644601e+03 
+1.3000000000000000e+01 +2.4445692223757469e-03 -2.6911598815816475e+00 -7.3045169121153940e+03 
+1.3100000000000001e+01 +2.4447106463895652e-03 -2.6915337021970505e+00 -7.3042993306934832e+03 
+1.3200000000000001e+01 +2.4448511470955628e-03 -2.6918788039871755e+00 -7.3041612601772131e+03 
+1.3300000000000001e+01 +2.4449910717824191e-03 -2.6922008244636007e+00 -7.3040883650777105e+03 
+1.3400000000000000e+01 +2.4451307677387261e-03 -2.6925054011367373e+00 -7.3040663099092008e+03 
+1.3500000000000000e+01 +2.4452705822530802e-03 -2.6927981715171652e+00 -7.3040807591853354e+03 
+1.3600000000000001e+01 +2.4454108626140686e-03 -2.6930847731151415e+00 -7.3041173774208091e+03 
+1.3700000000000001e+01 +2.4455519561102932e-03 -2.6933708434413961e+00 -7.3041618291288032e+03 
+1.3800000000000001e+01 +2.4456942100303113e-03 -2.6936620200058803e+00 -7.3041997788246981e+03 
+1.3900000000000000e+01 +2.4458379716627808e-03 -2.6939639403199087e+00 -7.3042168910203418e+03 
+1.4000000000000000e+01 +2.4459835882962608e-03 -2.6942822418934691e+00 -7.3041988302310046e+03 
+1.4100000000000001e+01 +2.4461312822865069e-03 -2.6946195681962135e+00 -7.3041390222919481e+03 
+1.4200000000000001e+01 +2.4462807762574883e-03 -2.6949665865288637e+00 -7.3040619383379917e+03 
+1.4300000000000001e+01 +2.4464316679004318e-03 -2.6953109701524482e+00 -7.3039998108224681e+03 
+1.4400000000000000e+01 +2.4465835549064572e-03 -2.6956403923266943e+00 -7.3039848722019160e+03 
+1.4500000000000000e+01 +2.4467360349667657e-03 -2.6959425263122943e+00 -7.3040493549305302e+03 
+1.4600000000000001e+01 +2.4468887057724369e-03 -2.6962050453685156e+00 -7.3042254914659679e+03 
+1.4700000000000001e+01 +2.4470411650147203e-03 -2.6964156227566369e+00 -7.3045455142609480e+03 
+1.4800000000000001e+01 +2.4471930103847389e-03 -2.6965619317364440e+00 -7.3050416557718636e+03 
+1.4900000000000000e+01 +2.4473438395735967e-03 -2.6966316455674386e+00 -7.3057461484558689e+03 
+1.5000000000000000e+01 +2.4474932502725473e-03 -2.6966124375109488e+00 -7.3066912247655719e+03 
+1.5100000000000001e+01 +2.4476411990796802e-03 -2.6964992243362182e+00 -7.3078915086681036e+03 
+1.5200000000000001e+01 +2.4477890782209559e-03 -2.6963158968501535e+00 -7.3092911901743655e+03 
+1.5300000000000001e+01 +2.4479386388294457e-03 -2.6960935893709110e+00 -7.3108168508014160e+03 
+1.5400000000000000e+01 +2.4480916320380325e-03 -2.6958634362142657e+00 -7.3123950720724779e+03 
+1.5500000000000000e+01 +2.4482498089798384e-03 -2.6956565716990277e+00 -7.3139524355029516e+03 
+1.5600000000000001e+01 +2.4484149207877632e-03 -2.6955041301411651e+00 -7.3154155226155563e+03 
+1.5700000000000001e+01 +2.4485887185947187e-03 -2.6954372458569087e+00 -7.3167109149321795e+03 
+1.5800000000000001e+01 +2.4487729535338440e-03 -2.6954870531652264e+00 -7.3177651939679336e+03 
+1.5900000000000000e+01 +2.4489693767380132e-03 -2.6956846863817834e+00 -7.3185049412462595e+03 
+1.6000000000000000e+01 +2.4491797393402476e-03 -2.6960612798241610e+00 -7.3188567382856554e+03 
+1.6100000000000001e+01 +2.4494050974880979e-03 -2.6966374218460216e+00 -7.3187713431875918e+03 
+1.6199999999999999e+01 +2.4496437273873362e-03 -2.6973915169471629e+00 -7.3182962203801162e+03 
+1.6300000000000001e+01 +2.4498932102583137e-03 -2.6982914236641515e+00 -7.3175030108724050e+03 
+1.6400000000000002e+01 +2.4501511273213889e-03 -2.6993050005336858e+00 -7.3164633556732761e+03 
+1.6500000000000000e+01 +2.4504150597969162e-03 -2.7004001060923724e+00 -7.3152488957917985e+03 
+1.6600000000000001e+01 +2.4506825889052644e-03 -2.7015445988769762e+00 -7.3139312722366803e+03 
+1.6699999999999999e+01 +2.4509512958667493e-03 -2.7027063374237033e+00 -7.3125821260179291e+03 
+1.6800000000000001e+01 +2.4512187619017294e-03 -2.7038531802691756e+00 -7.3112730981446148e+03 
+1.6900000000000002e+01 +2.4514825682305690e-03 -2.7049529859500869e+00 -7.3100758296256599e+03 
+1.7000000000000000e+01 +2.4517402960735788e-03 -2.7059736130026772e+00 -7.3090619614708576e+03 
+1.7100000000000001e+01 +2.4519900764092984e-03 -2.7068903877276522e+00 -7.3082858239348116e+03 
+1.7199999999999999e+01 +2.4522322392486430e-03 -2.7077085074784843e+00 -7.3077325042622770e+03 
+1.7300000000000001e+01 +2.4524676643606969e-03 -2.7084406373726733e+00 -7.3073697789435791e+03 
+1.7400000000000002e+01 +2.4526972315145686e-03 -2.7090994425279677e+00 -7.3071654244684669e+03 
+1.7500000000000000e+01 +2.4529218204793007e-03 -2.7096975880612817e+00 -7.3070872173288180e+03 
+1.7600000000000001e+01 +2.4531423110240084e-03 -2.7102477390904629e+00 -7.3071029340140922e+03 
+1.7699999999999999e+01 +2.4533595829177432e-03 -2.7107625607326193e+00 -7.3071803510155896e+03 
+1.7800000000000001e+01 +2.4535745159296068e-03 -2.7112547181054003e+00 -7.3072872448233475e+03 
+1.7900000000000002e+01 +2.4537879898287015e-03 -2.7117368763264982e+00 -7.3073913919271881e+03 
+1.8000000000000000e+01 +2.4540008843840825e-03 -2.7122217005130285e+00 -7.3074605688184456e+03 
+1.8100000000000001e+01 +2.4542138493240636e-03 -2.7127184197235739e+00 -7.3074714153959721e+03 
+1.8199999999999999e+01 +2.4544266142138794e-03 -2.7132225187812451e+00 -7.3074360251920680e+03 
+1.8300000000000001e+01 +2.4546386785780547e-03 -2.7137260464510908e+00 -7.3073753551452855e+03 
+1.8400000000000002e+01 +2.4548495419410075e-03 -2.7142210514967968e+00 -7.3073103621976761e+03 
+1.8500000000000000e+01 +2.4550587038272694e-03 -2.7146995826834748e+00 -7.3072620032876484e+03 
+1.8600000000000001e+01 +2.4552656637612793e-03 -2.7151536887750956e+00 -7.3072512353564980e+03 
+1.8699999999999999e+01 +2.4554699212675129e-03 -2.7155754185359782e+00 -7.3072990153447590e+03 
+1.8800000000000001e+01 +2.4556709758704470e-03 -2.7159568207306233e+00 -7.3074263001923209e+03 
+1.8900000000000002e+01 +2.4558683270945723e-03 -2.7162899441236368e+00 -7.3076540468388903e+03 
+1.9000000000000000e+01 +2.4560614744643769e-03 -2.7165668374795566e+00 -7.3080032122243538e+03 
+1.9100000000000001e+01 +2.4562501699079927e-03 -2.7167828393947286e+00 -7.3084871469360696e+03 
+1.9200000000000003e+01 +2.4564351749681575e-03 -2.7169464477929930e+00 -7.3090887761505892e+03 
+1.9300000000000001e+01 +2.4566175035912663e-03 -2.7170694504302535e+00 -7.3097834186911041e+03 
+1.9400000000000002e+01 +2.4567981697237707e-03 -2.7171636350630131e+00 -7.3105463933794717e+03 
+1.9500000000000000e+01 +2.4569781873120655e-03 -2.7172407894470538e+00 -7.3113530190393531e+03 
+1.9600000000000001e+01 +2.4571585703025947e-03 -2.7173127013388694e+00 -7.3121786144924981e+03 
+1.9700000000000003e+01 +2.4573403326416808e-03 -2.7173911584934021e+00 -7.3129984985646215e+03 
+1.9800000000000001e+01 +2.4575244882758243e-03 -2.7174879486677113e+00 -7.3137879900762127e+03 
+1.9900000000000002e+01 +2.4577120511513691e-03 -2.7176148596171115e+00 -7.3145224078519395e+03 
+2.0000000000000000e+01 +2.4579040352147793e-03 -2.7177836790981447e+00 -7.3151770707136611e+03 
+2.0100000000000001e+01 +2.4581009284654126e-03 -2.7179989814207848e+00 -7.3157427763547994e+03 
+2.0200000000000003e+01 +2.4583011151147029e-03 -2.7182364871139781e+00 -7.3162722379428506e+03 
+2.0300000000000001e+01 +2.4585024534269904e-03 -2.7184647032599187e+00 -7.3168336475177375e+03 
+2.0400000000000002e+01 +2.4587028016667361e-03 -2.7186521369423637e+00 -7.3174951971153841e+03 
+2.0500000000000000e+01 +2.4589000180981896e-03 -2.7187672952425439e+00 -7.3183250787779498e+03 
+2.0600000000000001e+01 +2.4590919609858331e-03 -2.7187786852443931e+00 -7.3193914845409981e+03 
+2.0700000000000003e+01 +2.4592764885940019e-03 -2.7186548140301330e+00 -7.3207626064442720e+03 
+2.0800000000000001e+01 +2.4594514591870886e-03 -2.7183641886826995e+00 -7.3225066365257144e+03 
+2.0900000000000002e+01 +2.4596147310295179e-03 -2.7178753162854123e+00 -7.3246917668223296e+03 
+2.1000000000000000e+01 +2.4597641623855648e-03 -2.7171567039197151e+00 -7.3273861893758440e+03 
+2.1100000000000001e+01 +2.4598989196058857e-03 -2.7161943398158894e+00 -7.3306211555996470e+03 
+2.1200000000000003e+01 +2.4600234013856222e-03 -2.7150441367869416e+00 -7.3342801544250988e+03 
+2.1300000000000001e+01 +2.4601433145060685e-03 -2.7137794887916646e+00 -7.3382097341631161e+03 
+2.1400000000000002e+01 +2.4602643657485644e-03 -2.7124737897896463e+00 -7.3422564431223818e+03 
+2.1500000000000000e+01 +2.4603922618944658e-03 -2.7112004337405731e+00 -7.3462668296113961e+03 
+2.1600000000000001e+01 +2.4605327097251030e-03 -2.7100328146037880e+00 -7.3500874419395977e+03 
+2.1700000000000003e+01 +2.4606914160218156e-03 -2.7090443263388058e+00 -7.3535648284159224e+03 
+2.1800000000000001e+01 +2.4608740875658786e-03 -2.7083083629042908e+00 -7.3565455373514660e+03 
+2.1900000000000002e+01 +2.4610864311387206e-03 -2.7078983182608085e+00 -7.3588761170525668e+03 
+2.2000000000000000e+01 +2.4613341535215990e-03 -2.7078875863669447e+00 -7.3604031158304315e+03 
+2.2100000000000001e+01 +2.4616209376998304e-03 -2.7083255544731570e+00 -7.3610223385114841e+03 
+2.2200000000000003e+01 +2.4619423714743924e-03 -2.7091655829912842e+00 -7.3608266159976974e+03 
+2.2300000000000001e+01 +2.4622920188503532e-03 -2.7103370256256527e+00 -7.3599580357044979e+03 
+2.2400000000000002e+01 +2.4626634438325947e-03 -2.7117692360781467e+00 -7.3585586850536565e+03 
+2.2500000000000000e+01 +2.4630502104260703e-03 -2.7133915680517759e+00 -7.3567706514638076e+03 
+2.2600000000000001e+01 +2.4634458826358614e-03 -2.7151333752508902e+00 -7.3547360223504866e+03 
+2.2700000000000003e+01 +2.4638440244668229e-03 -2.7169240113771682e+00 -7.3525968851358230e+03 
+2.2800000000000001e+01 +2.4642381999239156e-03 -2.7186928301335569e+00 -7.3504953272388138e+03 
+2.2900000000000002e+01 +2.4646219730122204e-03 -2.7203691852245346e+00 -7.3485734360744882e+03 
+2.3000000000000000e+01 +2.4649889077366159e-03 -2.7218824303520646e+00 -7.3469732990642924e+03 
+2.3100000000000001e+01 +2.4653339325877636e-03 -2.7231771013762529e+00 -7.3458061235949790e+03 
+2.3200000000000003e+01 +2.4656574339988516e-03 -2.7242584627829540e+00 -7.3450595969311080e+03 
+2.3300000000000001e+01 +2.4659611628890040e-03 -2.7251469612180288e+00 -7.3446905262978944e+03 
+2.3400000000000002e+01 +2.4662468701769674e-03 -2.7258630433228332e+00 -7.3446557189317664e+03 
+2.3500000000000000e+01 +2.4665163067816766e-03 -2.7264271557408812e+00 -7.3449119820638862e+03 
+2.3600000000000001e+01 +2.4667712236221529e-03 -2.7268597451168106e+00 -7.3454161229224992e+03 
+2.3700000000000003e+01 +2.4670133716172874e-03 -2.7271812580936907e+00 -7.3461249487397772e+03 
+2.3800000000000001e+01 +2.4672445016859193e-03 -2.7274121413139381e+00 -7.3469952667495527e+03 
+2.3900000000000002e+01 +2.4674663647470470e-03 -2.7275728414218570e+00 -7.3479838841810060e+03 
+2.4000000000000000e+01 +2.4676807117196479e-03 -2.7276838050617043e+00 -7.3490476082631376e+03 
+2.4100000000000001e+01 +2.4678888535511179e-03 -2.7277604215568685e+00 -7.3501535826050031e+03 
+2.4200000000000003e+01 +2.4680903413030605e-03 -2.7277978509558469e+00 -7.3513102963117171e+03 
+2.4300000000000001e+01 +2.4682842860655782e-03 -2.7277861959871439e+00 -7.3525365748662853e+03 
+2.4400000000000002e+01 +2.4684697989289434e-03 -2.7277155593817799e+00 -7.3538512437449381e+03 
+2.4500000000000000e+01 +2.4686459909831421e-03 -2.7275760438669616e+00 -7.3552731284338170e+03 
+2.4600000000000001e+01 +2.4688119733184285e-03 -2.7273577521733441e+00 -7.3568210544101958e+03 
+2.4700000000000003e+01 +2.4689668570249202e-03 -2.7270507870298712e+00 -7.3585138471557475e+03 
+2.4800000000000001e+01 +2.4691097531926659e-03 -2.7266452511646087e+00 -7.3603703321543080e+03 
+2.4900000000000002e+01 +2.4692397729119239e-03 -2.7261312473082215e+00 -7.3624093348832221e+03 
+2.5000000000000000e+01 +2.4693560272727802e-03 -2.7254988781891818e+00 -7.3646496808253887e+03 
+2.5100000000000001e+01 +2.4694582006843826e-03 -2.7247439383238317e+00 -7.3671001040919300e+03 
+2.5200000000000003e+01 +2.4695482708319374e-03 -2.7238849893767307e+00 -7.3697289733160160e+03 
+2.5300000000000001e+01 +2.4696287887196553e-03 -2.7229462847993706e+00 -7.3724945657616736e+03 
+2.5400000000000002e+01 +2.4697023053517424e-03 -2.7219520780433086e+00 -7.3753551586926042e+03 
+2.5500000000000000e+01 +2.4697713717323172e-03 -2.7209266225590025e+00 -7.3782690293752867e+03 
+2.5600000000000001e+01 +2.4698385388657331e-03 -2.7198941717996896e+00 -7.3811944550693479e+03 
+2.5700000000000003e+01 +2.4699063577560375e-03 -2.7188789792149906e+00 -7.3840897130433568e+03 
+2.5800000000000001e+01 +2.4699773794075444e-03 -2.7179052982577594e+00 -7.3869130805577706e+03 
+2.5900000000000002e+01 +2.4700541548244356e-03 -2.7169973823790978e+00 -7.3896228348776258e+03 
+2.6000000000000000e+01 +2.4701392350108854e-03 -2.7161794850302456e+00 -7.3921772532673449e+03 
